S26,25A,25B,W4
109.90921572204672,10.778943703757589,75.21923451926814,-0.17
-572.0096448020387,6.3279695041557655,112.89213184580515,0.27
-113.43288068415056,-7.363825125811941,221.10226694636367,0.64
-42.54438303076232,9.48765146075235,163.53765828538667,0.9
70.7308649801952,11.144597198632969,-222.4704918359489,1.07
-92.93446030150575,0.009585183559967847,10.920935198817666,1.04
-91.35171407193293,-11.255714863601243,115.05032231778884,0.7100000000000001
237.2274279795737,-18.079867078159232,185.69952786320965,0.30999999999999994
-20.546975055787925,19.141118196782898,-16.649628381537553,-0.009999999999999981
177.28310306627358,18.2678489143593,-84.02750123638721,-0.35
3.9408393916898348,14.209613813603966,51.21506679960362,-0.53
533.3050113537556,18.989425817502166,72.52812489937597,-0.49
633.5757748196406,-20.93856980163882,16.939018880242863,-0.11999999999999997
49.675800694490675,3.6878730521869274,81.84819840108038,0.29999999999999993
129.60346465165958,7.732432244148582,70.06349135006367,0.64
-25.355709204404747,23.95432136826549,77.23057931502753,0.93
367.0632390352289,-7.954229105009146,-62.52303713607283,1.1300000000000001
0.03168614981537132,-7.019548572614648,-2.5270098091780326,1.07
57.22418766385688,11.924363347494909,131.31703588140996,0.7499999999999999
-175.0965244985063,-37.2542187186073,423.9206800134213,0.37
-393.6074235548627,-20.131209694504733,58.27071991906586,0.009999999999999981
-68.93361206769957,-8.20133891857006,161.19733133374172,-0.35
191.3541517767257,8.137035518229855,137.37002409176102,-0.61
41.8476397716701,0.5412613632415242,-202.45099437912717,-0.65
-436.0679155284386,-7.174809953871513,0.07200276857081178,-0.4
27.94918122556014,5.807835585934857,-8.884548302440123,-0.009999999999999981
175.16177051368325,-20.02848779279136,261.71700974245095,0.43999999999999995
412.57890357532943,-25.865960761912127,45.1250054891251,0.83
32.848271640498574,29.6471696809719,-72.47792889151968,1.1600000000000001
-171.85897432009352,2.76446647692396,162.52187758733226,1.32
24.265197836186715,7.488829434593113,115.99203499191312,1.27
139.8710991960612,-4.781933315633946,0.9680171018819621,0.82
210.80771556816273,-19.41240609145094,-289.5017988711602,0.48
75.05977919424618,28.19290515757089,26.78783639263337,0.11000000000000001
300.3659765054247,-4.827413339595558,379.07754634845185,-0.24999999999999997
187.691017675134,-15.226648320053792,221.30785032258723,-0.38
87.04028451388466,-30.54016539555333,178.83355745111265,-0.37
51.45035659756533,-15.289825532924292,14.141749850174492,-0.05999999999999997
-155.70127436496335,8.103423901969446,-82.16425737539474,0.22
-230.38895108441653,11.533689259521712,-48.90064151235349,0.68
207.5071018649311,-21.910698278141652,-39.2710847080927,1.02
-32.979120270799896,-5.73401100996706,-209.7366232939915,1.1400000000000001
-27.318807701708337,11.49503307639163,150.58303431480323,1.1300000000000001
-148.5365648792038,-5.75714824361526,51.600213245816484,0.9
-191.01289180132898,-27.891924563529052,-27.625843567683816,0.51
418.12901913094277,9.9606418481344,79.21499429782912,0.13000000000000003
-34.91952054762861,-4.822323333328017,-36.01194154890074,-0.24999999999999997
171.0573989236442,-21.694086087995835,223.8614658296462,-0.5
544.7650986168592,-0.46288692329780057,55.949047730200014,-0.5700000000000001
-108.67835728722737,6.382907548024476,284.8919358213784,-0.38
-312.73908391120983,-1.9687844619707096,55.74801001134538,0.05000000000000002
-150.97981591865158,9.150991701209172,-136.21956580138635,0.53
-140.83503906570695,12.223215216535202,170.80810842250133,0.91
-252.9299510894529,-5.277802977363558,-134.44643096913302,1.26
-88.31370295370077,-12.816260813455699,127.62801097515305,1.37
11.427833305803972,24.147422379327473,-129.31720634936977,1.32
134.55216536002564,10.30104858001547,162.03193863267745,0.9500000000000001
153.67749429559356,7.163688890626677,48.65813227368797,0.5499999999999999
136.52720657204168,1.9037476323566525,-35.423011929783826,0.18999999999999997
69.73748588381095,-22.868369914077448,152.5461344553595,-0.19000000000000003
-228.87819296658637,5.2442722982097445,225.13626687149406,-0.33999999999999997
-198.42466570345152,-19.738173427333706,-1.7513321454525226,-0.31000000000000005
-150.62241372759468,-3.023951298817761,-170.7641880312172,-0.06999999999999998
-270.17518368597166,3.382979884701248,-367.8451156848063,0.32999999999999996
428.27691213058966,-22.846323121439,-244.28038259494014,0.7100000000000001
75.75642057706678,38.61275008887877,-20.32623134434988,1.01
263.91036369862906,21.109596514935028,220.6464914680514,1.25
212.7234249675143,5.629933622193352,-68.08183476150822,1.1900000000000002
119.10147355005842,15.301953089461426,-194.8527908766917,0.86
10.337902682653919,-13.983954330844412,87.58016188960521,0.45999999999999996
-157.63601309754324,-11.39834373930662,215.7519889550416,0.04000000000000001
162.42842862381676,-10.719386465341538,74.79338230620455,-0.35
-47.76803382353141,-2.054637148326159,-212.09030499416184,-0.65
-184.13813802678885,8.894785367562715,39.6837662861892,-0.68
543.7751473546392,4.9841921119197705,132.6250611969364,-0.45000000000000007
340.095418832729,41.96798263614737,199.09213768863674,0.01999999999999999
-107.61081660962257,4.4441387255397355,-21.34435371485688,0.53
5.067974715825073,-8.170947850209176,-404.76028451312646,0.9
26.19763201164556,-30.32077601720681,-10.08540799805013,1.2100000000000002
-182.59820609781633,-1.3675547893957871,-22.894995780729317,1.28
-65.69394171034024,-10.841837781902058,-103.22713462913349,1.1
285.40729634311367,-34.91726219802172,-38.672270882364984,0.68
140.12245724573106,-19.4561919864097,322.38637037142865,0.24000000000000002
482.67077411749443,18.5917673937736,54.073767313766005,-0.15
-196.41155250287346,1.9335603852904397,190.72402876954965,-0.52
198.52751076876757,-0.19362885139741715,298.8454870338805,-0.65
62.146852266016765,13.080244499102177,43.77406618687266,-0.52
-78.6405926974809,-31.96385097379708,-226.721781718287,-0.12999999999999998
-396.865593555612,-3.871675900325438,382.78430588086877,0.31999999999999995
280.96235306015006,-24.254766232786004,171.35009514959776,0.7000000000000001
-168.0971273608547,26.71773848444348,152.34938292160035,1.04
83.29424053030841,14.05310491406566,-89.10716874690935,1.2100000000000002
-119.32774752581348,14.417667360139536,147.01221664324274,1.1400000000000001
108.87602123912541,23.326969840040057,-78.26366339835944,0.7399999999999999
261.5072430295599,12.698171370824687,390.45243011113246,0.28
187.4628255862768,-17.253400194373604,117.78271492082891,-0.18000000000000002
-63.38359706585554,5.304102098223623,-127.48705900488319,-0.59
103.41693308293242,15.43319037233233,54.48596065253917,-0.82
182.82717903599226,-7.431495589343012,187.9477128237482,-0.77
262.81635493696155,-4.036306443108174,-316.53317610613215,-0.41000000000000003
-11.020824851606221,-16.049782467579476,-53.513260749402505,0.16999999999999996
171.7136969118635,17.44014825539898,46.34568377926553,0.66
-48.255697844573305,18.907037516841477,-93.65207358426419,1.09
690.6942038906516,13.737047321839643,187.7531420663526,1.36
372.2538665154526,-9.119556207159933,-115.58851790935925,1.37
27.16378613516906,-5.2869950106254,172.39998405273408,1.09
249.22579433602624,21.00892397977894,-194.85542026014593,0.61
-2.3848076848324666,12.80234478047205,74.99518184732258,0.18999999999999997
-141.7681247594013,-16.8249997552128,-150.5301866268171,-0.22999999999999995
335.78443319928573,-8.376402710236182,375.2727716958747,-0.54
346.09825678357805,-4.153081678125068,-0.36158004627582585,-0.66
204.17946698532745,11.952690748969877,-228.67452067089698,-0.42000000000000004
-89.61066888262174,26.47329056382994,-2.047367420020265,0.05000000000000002
-128.679312239058,20.203835875243357,110.07334362898537,0.5499999999999999
-334.1334395296698,29.335586017748575,206.98412647362744,0.9500000000000001
-24.7238451321753,4.961111938125926,34.34201845855026,1.32
248.40197790922792,-24.38200079611594,113.45968783754886,1.4100000000000001
90.93095911673585,-21.47981524915385,216.84732570918646,1.2200000000000002
215.8962590891789,8.181938744860933,303.0531584649735,0.7499999999999999
348.8860669143898,22.038728419031095,-57.07677211818147,0.28
625.1961862176981,19.011794598573935,5.975158775477361,-0.15
192.54594469961017,26.40207847118681,151.1498700249193,-0.54
131.31969791186117,13.549840223775615,-68.51829288189363,-0.7100000000000001
139.69172264160827,2.0296003068453405,-29.85820599373939,-0.58
25.09903919338177,-18.48067167459382,-286.90658094303615,-0.07999999999999999
-227.83678762355623,10.89511522186926,18.822381733850882,0.42999999999999994
